id,severity_type,fault_severity,location
16066,severity_type 1,,location 830
8371,severity_type 1,2.0,location 830
11680,severity_type 1,,location 830
7326,severity_type 1,0.0,location 830
10938,severity_type 1,0.0,location 830
7310,severity_type 1,,location 830
9812,severity_type 1,0.0,location 830
12618,severity_type 1,,location 830
15964,severity_type 1,,location 830
17351,severity_type 1,,location 830
13901,severity_type 1,0.0,location 830
3757,severity_type 1,,location 830
12902,severity_type 2,,location 830
9113,severity_type 1,,location 830
8540,severity_type 1,,location 830
6189,severity_type 1,,location 830
12951,severity_type 1,2.0,location 830
16171,severity_type 1,1.0,location 830
13252,severity_type 1,2.0,location 830
10288,severity_type 1,,location 830
5921,severity_type 1,,location 830
8273,severity_type 1,1.0,location 830
14422,severity_type 1,,location 830
17784,severity_type 1,,location 830
7247,severity_type 1,,location 830
17204,severity_type 2,0.0,location 831
12155,severity_type 1,,location 831
5815,severity_type 1,,location 831
6447,severity_type 1,,location 831
8463,severity_type 1,,location 831
3289,severity_type 1,1.0,location 831
2291,severity_type 1,,location 831
13295,severity_type 1,1.0,location 831
13281,severity_type 2,,location 831
2372,severity_type 1,1.0,location 831
16437,severity_type 1,,location 831
17718,severity_type 2,,location 831
82,severity_type 1,,location 831
12459,severity_type 1,,location 831
16347,severity_type 2,0.0,location 831
17778,severity_type 1,,location 831
8980,severity_type 1,,location 831
2658,severity_type 1,,location 831
5671,severity_type 1,0.0,location 831
16,severity_type 1,,location 831
10259,severity_type 1,,location 831
6012,severity_type 1,1.0,location 831
14889,severity_type 1,,location 831
10258,severity_type 1,,location 831
1963,severity_type 1,,location 831
5923,severity_type 1,1.0,location 831
12165,severity_type 1,,location 831
12503,severity_type 2,,location 831
16057,severity_type 1,1.0,location 831
17206,severity_type 1,,location 831
15922,severity_type 1,1.0,location 831
265,severity_type 4,0.0,location 831
17899,severity_type 4,,location 831
5319,severity_type 4,,location 831
3361,severity_type 1,,location 832
12562,severity_type 1,,location 833
14546,severity_type 1,,location 833
16143,severity_type 2,0.0,location 834
13755,severity_type 2,0.0,location 834
7928,severity_type 2,,location 834
555,severity_type 2,0.0,location 834
14521,severity_type 1,,location 834
8674,severity_type 1,,location 834
3984,severity_type 2,,location 834
14696,severity_type 2,0.0,location 834
3100,severity_type 2,0.0,location 834
15247,severity_type 1,,location 834
13278,severity_type 2,0.0,location 834
3579,severity_type 1,,location 834
6421,severity_type 1,0.0,location 834
4149,severity_type 1,0.0,location 834
12040,severity_type 1,,location 834
4731,severity_type 1,0.0,location 834
7226,severity_type 1,,location 834
2172,severity_type 1,,location 834
7151,severity_type 2,0.0,location 834
18019,severity_type 2,0.0,location 834
8299,severity_type 1,,location 834
11889,severity_type 1,,location 834
10061,severity_type 1,,location 834
4550,severity_type 1,,location 834
13795,severity_type 2,0.0,location 834
8929,severity_type 1,0.0,location 834
4046,severity_type 1,,location 834
18045,severity_type 2,,location 834
9663,severity_type 2,1.0,location 834
11787,severity_type 2,,location 834
10094,severity_type 1,,location 834
13343,severity_type 2,,location 834
9375,severity_type 2,,location 834
6085,severity_type 2,1.0,location 834
12427,severity_type 1,,location 834
7037,severity_type 1,,location 834
13868,severity_type 2,,location 834
3927,severity_type 1,2.0,location 834
838,severity_type 2,,location 834
10397,severity_type 2,,location 834
4231,severity_type 2,1.0,location 834
7193,severity_type 1,,location 834
7741,severity_type 1,,location 834
12265,severity_type 2,,location 834
11260,severity_type 2,2.0,location 834
8861,severity_type 1,,location 834
17176,severity_type 1,,location 834
342,severity_type 2,,location 834
11249,severity_type 2,,location 834
12771,severity_type 2,,location 834
16857,severity_type 2,,location 834
16728,severity_type 2,,location 834
17285,severity_type 1,2.0,location 834
17636,severity_type 2,2.0,location 834
3716,severity_type 2,0.0,location 834
11240,severity_type 2,,location 834
14384,severity_type 1,1.0,location 834
3338,severity_type 1,,location 834
7855,severity_type 1,2.0,location 834
8643,severity_type 2,,location 834
2254,severity_type 2,,location 834
14800,severity_type 2,,location 834
17722,severity_type 2,,location 834
6690,severity_type 2,,location 834
10375,severity_type 1,,location 834
15908,severity_type 2,,location 834
3857,severity_type 1,2.0,location 834
11583,severity_type 1,,location 834
4403,severity_type 2,1.0,location 834
10614,severity_type 2,1.0,location 834
16410,severity_type 2,,location 834
5513,severity_type 1,,location 834
2648,severity_type 2,1.0,location 834
5310,severity_type 1,1.0,location 834
360,severity_type 2,2.0,location 834
9749,severity_type 2,,location 834
9147,severity_type 1,0.0,location 834
5658,severity_type 2,2.0,location 834
8449,severity_type 2,,location 834
5168,severity_type 1,0.0,location 834
373,severity_type 2,2.0,location 834
8296,severity_type 2,0.0,location 834
5569,severity_type 2,2.0,location 834
5655,severity_type 2,,location 834
13529,severity_type 2,,location 834
3143,severity_type 2,,location 834
10546,severity_type 1,,location 834
8558,severity_type 1,0.0,location 834
5508,severity_type 1,,location 834
13465,severity_type 2,,location 834
4005,severity_type 2,,location 834
10990,severity_type 1,2.0,location 834
4224,severity_type 2,,location 834
7115,severity_type 2,,location 834
9024,severity_type 2,,location 834
3241,severity_type 2,,location 834
9732,severity_type 1,,location 834
18191,severity_type 2,2.0,location 834
7490,severity_type 1,2.0,location 834
15595,severity_type 2,,location 834
16308,severity_type 2,,location 834
2592,severity_type 2,2.0,location 834
15500,severity_type 2,,location 834
15831,severity_type 2,0.0,location 834
6292,severity_type 2,2.0,location 834
9982,severity_type 2,1.0,location 834
4641,severity_type 2,,location 834
4704,severity_type 2,,location 834
13589,severity_type 2,,location 834
2419,severity_type 2,,location 834
10591,severity_type 2,2.0,location 834
6651,severity_type 2,0.0,location 834
14076,severity_type 1,1.0,location 834
17826,severity_type 2,,location 834
8780,severity_type 2,,location 834
70,severity_type 2,,location 834
7807,severity_type 2,1.0,location 834
145,severity_type 2,,location 834
3309,severity_type 2,,location 834
17014,severity_type 2,,location 834
3268,severity_type 2,1.0,location 834
9042,severity_type 1,,location 834
3786,severity_type 1,,location 834
15848,severity_type 1,0.0,location 834
15253,severity_type 1,,location 834
2825,severity_type 1,,location 834
13535,severity_type 1,,location 834
6547,severity_type 1,2.0,location 834
8310,severity_type 2,,location 834
17983,severity_type 1,,location 834
11048,severity_type 2,,location 834
3567,severity_type 1,,location 834
18524,severity_type 1,1.0,location 834
6965,severity_type 1,,location 834
16231,severity_type 1,,location 834
2745,severity_type 2,,location 834
11784,severity_type 1,,location 834
505,severity_type 2,0.0,location 834
5187,severity_type 2,,location 834
2909,severity_type 2,2.0,location 834
18158,severity_type 2,1.0,location 834
14961,severity_type 2,,location 834
15832,severity_type 1,,location 835
10091,severity_type 2,,location 835
12809,severity_type 4,,location 835
9370,severity_type 1,,location 835
5897,severity_type 1,0.0,location 835
14355,severity_type 1,0.0,location 836
10659,severity_type 1,,location 836
4693,severity_type 1,0.0,location 836
7613,severity_type 1,,location 836
11554,severity_type 1,,location 836
11365,severity_type 1,,location 836
10941,severity_type 1,0.0,location 836
17395,severity_type 1,,location 836
9560,severity_type 1,,location 836
14378,severity_type 2,,location 836
12948,severity_type 1,,location 836
9777,severity_type 1,,location 836
13884,severity_type 1,,location 836
11220,severity_type 1,,location 836
1310,severity_type 1,0.0,location 836
928,severity_type 1,0.0,location 836
4449,severity_type 1,,location 836
17284,severity_type 1,0.0,location 836
14252,severity_type 1,,location 836
11358,severity_type 1,,location 836
3473,severity_type 1,,location 836
8146,severity_type 2,0.0,location 836
12009,severity_type 1,,location 836
6936,severity_type 1,1.0,location 836
5311,severity_type 1,0.0,location 836
8591,severity_type 1,,location 836
14179,severity_type 2,0.0,location 836
10957,severity_type 2,0.0,location 836
15277,severity_type 1,,location 836
18303,severity_type 1,,location 836
7324,severity_type 1,,location 836
10381,severity_type 2,,location 836
7298,severity_type 2,0.0,location 836
13166,severity_type 1,0.0,location 836
16606,severity_type 1,,location 836
16713,severity_type 1,,location 836
7287,severity_type 1,0.0,location 836
10918,severity_type 1,,location 836
1748,severity_type 2,,location 836
14088,severity_type 2,0.0,location 836
3978,severity_type 2,0.0,location 836
975,severity_type 2,0.0,location 836
6593,severity_type 1,,location 836
12736,severity_type 1,0.0,location 836
8016,severity_type 2,,location 836
2277,severity_type 1,0.0,location 836
226,severity_type 1,,location 836
421,severity_type 1,0.0,location 836
15920,severity_type 1,,location 836
3986,severity_type 2,,location 836
13092,severity_type 1,0.0,location 836
12740,severity_type 4,,location 836
1877,severity_type 1,0.0,location 837
7833,severity_type 1,,location 837
8551,severity_type 2,0.0,location 837
5509,severity_type 1,0.0,location 837
13056,severity_type 1,0.0,location 837
6152,severity_type 1,1.0,location 837
15097,severity_type 2,1.0,location 837
11264,severity_type 2,,location 837
18405,severity_type 1,1.0,location 837
7286,severity_type 1,1.0,location 837
11280,severity_type 4,1.0,location 837
150,severity_type 1,,location 837
7005,severity_type 4,,location 837
2760,severity_type 2,,location 837
11457,severity_type 1,1.0,location 837
9168,severity_type 1,,location 837
4365,severity_type 1,,location 837
6223,severity_type 1,0.0,location 837
451,severity_type 1,,location 837
4499,severity_type 1,,location 837
16268,severity_type 1,1.0,location 837
1329,severity_type 1,,location 837
940,severity_type 4,,location 837
2591,severity_type 1,,location 837
17318,severity_type 4,,location 837
8050,severity_type 1,,location 837
17208,severity_type 1,1.0,location 837
6610,severity_type 1,,location 837
1393,severity_type 4,,location 837
10358,severity_type 1,,location 837
2563,severity_type 1,,location 837
7460,severity_type 1,,location 837
5688,severity_type 1,,location 837
14715,severity_type 2,0.0,location 838
1820,severity_type 2,,location 838
7992,severity_type 1,,location 838
8389,severity_type 2,0.0,location 838
11369,severity_type 2,0.0,location 838
1280,severity_type 1,,location 838
14564,severity_type 1,,location 838
4911,severity_type 2,,location 838
2438,severity_type 2,,location 838
6671,severity_type 1,,location 838
18330,severity_type 1,,location 838
2441,severity_type 1,,location 838
3109,severity_type 1,,location 839
225,severity_type 1,0.0,location 839
11774,severity_type 1,,location 839
8179,severity_type 1,0.0,location 839
4137,severity_type 2,0.0,location 839
10303,severity_type 1,,location 839
3166,severity_type 1,1.0,location 839
2233,severity_type 1,1.0,location 839
10196,severity_type 1,,location 839
7658,severity_type 2,,location 839
3249,severity_type 1,2.0,location 839
17080,severity_type 1,0.0,location 839
6916,severity_type 1,,location 839
4945,severity_type 1,,location 839
2980,severity_type 2,0.0,location 839
15617,severity_type 1,,location 839
2031,severity_type 1,,location 839
4394,severity_type 1,1.0,location 839
14039,severity_type 1,0.0,location 839
12394,severity_type 1,1.0,location 839
17188,severity_type 1,,location 839
10768,severity_type 1,,location 839
14946,severity_type 1,1.0,location 839
15170,severity_type 2,,location 839
16420,severity_type 2,,location 839
4801,severity_type 2,,location 839
337,severity_type 1,,location 839
17843,severity_type 2,,location 839
4260,severity_type 1,,location 839
10538,severity_type 1,1.0,location 839
3623,severity_type 1,,location 839
14139,severity_type 2,,location 839
4225,severity_type 2,,location 839
14627,severity_type 2,,location 839
17184,severity_type 2,0.0,location 839
5818,severity_type 1,1.0,location 839
13585,severity_type 1,,location 839
271,severity_type 1,,location 839
10229,severity_type 4,0.0,location 839
12695,severity_type 4,0.0,location 839
5891,severity_type 4,0.0,location 839
6903,severity_type 1,,location 839
7340,severity_type 1,,location 839
5104,severity_type 5,,location 84
13491,severity_type 5,,location 84
1968,severity_type 4,,location 84
12909,severity_type 4,1.0,location 84
11525,severity_type 1,,location 840
16925,severity_type 1,2.0,location 840
1008,severity_type 1,,location 841
8985,severity_type 1,1.0,location 841
9796,severity_type 1,0.0,location 842
15472,severity_type 1,,location 842
17012,severity_type 1,,location 842
439,severity_type 1,0.0,location 842
8537,severity_type 1,0.0,location 842
15163,severity_type 1,,location 842
14366,severity_type 1,,location 843
13424,severity_type 1,,location 843
9257,severity_type 1,,location 843
14759,severity_type 1,,location 843
2088,severity_type 1,2.0,location 844
9970,severity_type 1,1.0,location 844
6890,severity_type 1,1.0,location 844
15979,severity_type 1,,location 844
10734,severity_type 1,,location 844
12314,severity_type 1,2.0,location 844
4156,severity_type 1,,location 844
8864,severity_type 1,0.0,location 845
13964,severity_type 2,,location 845
1082,severity_type 1,,location 845
4258,severity_type 2,,location 845
9049,severity_type 2,,location 845
606,severity_type 1,,location 845
7821,severity_type 2,0.0,location 845
13859,severity_type 2,,location 845
4136,severity_type 2,0.0,location 845
3447,severity_type 1,,location 845
8064,severity_type 2,0.0,location 845
14553,severity_type 1,,location 845
16342,severity_type 1,,location 845
13676,severity_type 1,,location 845
2731,severity_type 2,0.0,location 845
15610,severity_type 1,,location 845
6032,severity_type 1,,location 845
17402,severity_type 2,,location 845
18196,severity_type 2,,location 845
6719,severity_type 2,2.0,location 845
13825,severity_type 2,2.0,location 845
3008,severity_type 2,,location 845
10089,severity_type 1,2.0,location 845
17777,severity_type 1,,location 845
17773,severity_type 2,2.0,location 845
7010,severity_type 1,,location 845
473,severity_type 2,,location 845
7408,severity_type 2,,location 845
13710,severity_type 1,,location 845
17742,severity_type 1,,location 845
13359,severity_type 1,1.0,location 845
18510,severity_type 2,,location 845
11845,severity_type 1,2.0,location 845
13970,severity_type 1,2.0,location 845
846,severity_type 2,,location 845
9097,severity_type 2,,location 845
5204,severity_type 2,,location 845
5003,severity_type 2,,location 845
12113,severity_type 2,,location 845
17059,severity_type 2,2.0,location 845
1170,severity_type 2,,location 845
1339,severity_type 1,,location 845
17002,severity_type 2,,location 845
10864,severity_type 1,,location 845
17421,severity_type 2,1.0,location 845
11818,severity_type 2,2.0,location 845
8402,severity_type 2,,location 845
14771,severity_type 2,,location 845
7980,severity_type 2,1.0,location 845
9284,severity_type 2,,location 845
247,severity_type 2,2.0,location 845
9236,severity_type 2,2.0,location 845
14203,severity_type 1,,location 845
1127,severity_type 2,,location 845
14939,severity_type 2,1.0,location 845
4392,severity_type 1,,location 845
17591,severity_type 2,,location 845
2115,severity_type 2,,location 845
17480,severity_type 2,,location 845
13046,severity_type 2,1.0,location 845
7208,severity_type 2,0.0,location 845
16286,severity_type 2,,location 845
8220,severity_type 2,1.0,location 845
17744,severity_type 2,,location 845
8209,severity_type 2,,location 845
3969,severity_type 2,,location 845
15412,severity_type 2,1.0,location 845
16418,severity_type 2,,location 845
8199,severity_type 2,2.0,location 845
11346,severity_type 1,,location 845
11561,severity_type 2,,location 845
4364,severity_type 2,,location 845
18124,severity_type 2,,location 845
9081,severity_type 2,1.0,location 845
5328,severity_type 2,,location 845
16319,severity_type 2,,location 845
16608,severity_type 2,0.0,location 845
4837,severity_type 1,,location 845
13205,severity_type 1,2.0,location 845
5413,severity_type 2,2.0,location 845
2149,severity_type 2,,location 845
16972,severity_type 2,1.0,location 845
4008,severity_type 2,0.0,location 845
8941,severity_type 2,,location 845
12565,severity_type 2,,location 845
13691,severity_type 2,2.0,location 845
7084,severity_type 2,1.0,location 845
10980,severity_type 2,,location 845
9510,severity_type 2,1.0,location 845
5577,severity_type 2,,location 845
7127,severity_type 2,,location 845
2929,severity_type 1,0.0,location 845
10695,severity_type 2,,location 845
16754,severity_type 2,0.0,location 845
3904,severity_type 2,1.0,location 845
833,severity_type 2,,location 845
18506,severity_type 2,0.0,location 845
8860,severity_type 2,,location 845
6634,severity_type 2,,location 845
11775,severity_type 1,2.0,location 845
11873,severity_type 2,0.0,location 845
14924,severity_type 2,,location 846
14045,severity_type 2,,location 846
18395,severity_type 2,0.0,location 846
17865,severity_type 2,0.0,location 846
11723,severity_type 2,,location 846
8177,severity_type 2,,location 846
16515,severity_type 2,0.0,location 846
15927,severity_type 2,,location 846
2794,severity_type 2,,location 846
4664,severity_type 1,0.0,location 846
10869,severity_type 1,,location 846
18360,severity_type 1,0.0,location 846
10986,severity_type 1,,location 846
4472,severity_type 2,,location 846
3977,severity_type 1,,location 846
13999,severity_type 2,0.0,location 846
1608,severity_type 2,,location 846
6464,severity_type 1,,location 846
355,severity_type 1,0.0,location 846
16979,severity_type 1,0.0,location 846
8431,severity_type 1,0.0,location 846
2222,severity_type 1,,location 846
3834,severity_type 1,,location 846
2086,severity_type 1,,location 846
7170,severity_type 1,,location 846
903,severity_type 2,1.0,location 846
15383,severity_type 2,1.0,location 846
13105,severity_type 2,2.0,location 846
1909,severity_type 1,2.0,location 846
5740,severity_type 1,,location 846
9305,severity_type 2,,location 846
5703,severity_type 1,2.0,location 846
1296,severity_type 2,2.0,location 846
6877,severity_type 2,,location 846
11069,severity_type 2,,location 846
448,severity_type 1,,location 846
2720,severity_type 1,,location 846
4649,severity_type 1,,location 846
3090,severity_type 1,,location 846
12299,severity_type 2,,location 846
13070,severity_type 2,2.0,location 846
396,severity_type 2,,location 846
7301,severity_type 2,1.0,location 846
7083,severity_type 2,,location 846
11556,severity_type 2,,location 846
3061,severity_type 1,2.0,location 846
1153,severity_type 2,,location 846
15386,severity_type 2,2.0,location 846
399,severity_type 1,,location 846
6075,severity_type 2,,location 846
16297,severity_type 2,2.0,location 846
13997,severity_type 2,,location 846
17534,severity_type 2,,location 846
15656,severity_type 2,,location 846
11218,severity_type 2,,location 846
16690,severity_type 1,,location 846
4229,severity_type 2,,location 846
17735,severity_type 2,1.0,location 846
2703,severity_type 2,0.0,location 846
5179,severity_type 2,1.0,location 846
5603,severity_type 2,0.0,location 846
18509,severity_type 1,,location 846
17274,severity_type 2,,location 846
10553,severity_type 2,2.0,location 846
13342,severity_type 2,,location 846
6840,severity_type 2,,location 846
18277,severity_type 2,,location 846
2376,severity_type 2,,location 846
228,severity_type 2,,location 846
12803,severity_type 1,1.0,location 846
15771,severity_type 2,0.0,location 846
13784,severity_type 2,,location 846
16710,severity_type 2,,location 846
7288,severity_type 2,2.0,location 846
6243,severity_type 2,0.0,location 846
16904,severity_type 2,1.0,location 846
8104,severity_type 2,2.0,location 846
16227,severity_type 2,,location 846
9010,severity_type 2,1.0,location 846
13793,severity_type 2,2.0,location 846
8559,severity_type 2,1.0,location 846
10163,severity_type 2,0.0,location 846
635,severity_type 1,,location 846
3459,severity_type 2,2.0,location 846
329,severity_type 2,,location 846
13724,severity_type 2,1.0,location 846
5951,severity_type 2,1.0,location 846
5049,severity_type 2,0.0,location 846
14837,severity_type 2,1.0,location 846
1665,severity_type 2,1.0,location 846
2506,severity_type 2,1.0,location 846
13308,severity_type 2,1.0,location 846
13668,severity_type 2,,location 846
6167,severity_type 2,,location 846
6089,severity_type 2,2.0,location 846
10366,severity_type 2,0.0,location 846
13174,severity_type 2,,location 846
1241,severity_type 2,2.0,location 846
1882,severity_type 1,1.0,location 846
10681,severity_type 2,,location 846
8175,severity_type 2,,location 846
6763,severity_type 2,,location 846
9444,severity_type 2,0.0,location 846
4796,severity_type 2,,location 846
11532,severity_type 2,1.0,location 846
11255,severity_type 2,,location 846
8679,severity_type 2,,location 846
15571,severity_type 2,,location 846
4429,severity_type 2,0.0,location 846
11604,severity_type 1,0.0,location 847
338,severity_type 4,1.0,location 847
8326,severity_type 2,,location 848
8327,severity_type 1,,location 848
11503,severity_type 1,,location 848
9890,severity_type 2,,location 848
16457,severity_type 2,,location 848
11166,severity_type 2,0.0,location 848
16495,severity_type 2,0.0,location 849
15415,severity_type 2,,location 849
5400,severity_type 1,,location 849
7150,severity_type 1,,location 849
10584,severity_type 1,0.0,location 849
10400,severity_type 1,0.0,location 849
18213,severity_type 1,0.0,location 849
7565,severity_type 1,,location 849
11965,severity_type 1,,location 849
13009,severity_type 1,,location 849
14138,severity_type 2,,location 849
14286,severity_type 1,0.0,location 849
4846,severity_type 1,0.0,location 849
7479,severity_type 2,,location 849
12130,severity_type 1,,location 849
16258,severity_type 2,0.0,location 849
2161,severity_type 4,,location 849
3499,severity_type 1,0.0,location 849
857,severity_type 5,,location 85
888,severity_type 4,1.0,location 85
9548,severity_type 4,,location 85
2178,severity_type 4,,location 85
6956,severity_type 1,,location 850
12005,severity_type 1,1.0,location 850
5691,severity_type 1,,location 850
16943,severity_type 1,,location 850
7619,severity_type 2,0.0,location 851
4853,severity_type 2,0.0,location 851
13936,severity_type 1,0.0,location 851
9867,severity_type 1,0.0,location 851
8211,severity_type 1,0.0,location 851
8983,severity_type 1,,location 851
14474,severity_type 1,,location 851
17227,severity_type 1,,location 851
1184,severity_type 1,0.0,location 851
1074,severity_type 1,,location 851
13012,severity_type 1,,location 851
8649,severity_type 1,,location 851
14985,severity_type 1,1.0,location 851
17362,severity_type 1,0.0,location 851
9542,severity_type 1,1.0,location 851
4562,severity_type 2,,location 851
2455,severity_type 1,,location 851
13370,severity_type 1,,location 851
16729,severity_type 1,1.0,location 851
5129,severity_type 4,1.0,location 851
2236,severity_type 1,,location 851
14106,severity_type 1,0.0,location 852
5248,severity_type 1,1.0,location 852
16506,severity_type 1,,location 852
1095,severity_type 2,,location 853
1010,severity_type 1,,location 853
12834,severity_type 1,,location 853
16576,severity_type 2,1.0,location 853
7216,severity_type 1,2.0,location 853
17981,severity_type 1,,location 853
18308,severity_type 2,,location 853
11606,severity_type 1,1.0,location 853
3756,severity_type 1,1.0,location 853
12937,severity_type 1,,location 853
10748,severity_type 2,0.0,location 853
5528,severity_type 1,,location 853
16103,severity_type 1,,location 853
10212,severity_type 1,0.0,location 853
11060,severity_type 2,,location 853
10892,severity_type 2,0.0,location 853
6431,severity_type 1,,location 853
14822,severity_type 1,,location 853
2384,severity_type 4,,location 853
17060,severity_type 1,,location 854
3678,severity_type 1,,location 854
14236,severity_type 1,1.0,location 854
14539,severity_type 1,0.0,location 854
13107,severity_type 1,,location 854
2624,severity_type 2,0.0,location 855
18199,severity_type 1,,location 855
2198,severity_type 1,,location 856
15744,severity_type 2,,location 856
10618,severity_type 2,,location 856
8823,severity_type 1,,location 856
3183,severity_type 1,2.0,location 856
16013,severity_type 1,,location 856
13393,severity_type 1,1.0,location 856
13232,severity_type 2,1.0,location 856
17475,severity_type 1,1.0,location 856
14834,severity_type 1,,location 856
12243,severity_type 2,,location 856
8162,severity_type 1,1.0,location 856
18075,severity_type 1,1.0,location 856
17497,severity_type 1,,location 856
17110,severity_type 1,1.0,location 856
16823,severity_type 1,,location 856
13338,severity_type 2,1.0,location 856
417,severity_type 2,1.0,location 856
622,severity_type 2,1.0,location 856
3167,severity_type 1,1.0,location 856
2382,severity_type 1,1.0,location 856
5054,severity_type 2,,location 856
542,severity_type 4,,location 856
9580,severity_type 1,1.0,location 856
14626,severity_type 2,1.0,location 856
4847,severity_type 4,,location 856
15528,severity_type 4,,location 856
1123,severity_type 2,,location 857
1751,severity_type 1,1.0,location 857
1174,severity_type 1,,location 857
8997,severity_type 1,1.0,location 857
12059,severity_type 1,,location 857
18020,severity_type 1,,location 857
15767,severity_type 1,,location 857
13813,severity_type 1,1.0,location 857
554,severity_type 1,,location 857
4372,severity_type 1,1.0,location 857
12061,severity_type 1,,location 857
14523,severity_type 1,,location 858
6027,severity_type 1,,location 858
7508,severity_type 1,,location 858
5350,severity_type 1,,location 859
1341,severity_type 1,0.0,location 859
6981,severity_type 1,2.0,location 86
3335,severity_type 1,,location 86
13493,severity_type 1,,location 86
2538,severity_type 1,,location 86
2044,severity_type 4,,location 86
12050,severity_type 1,0.0,location 860
14296,severity_type 1,,location 860
1486,severity_type 1,,location 861
7355,severity_type 1,,location 862
10904,severity_type 1,,location 862
11502,severity_type 1,,location 863
15935,severity_type 1,,location 863
8367,severity_type 1,1.0,location 863
15261,severity_type 1,,location 864
14114,severity_type 1,,location 864
210,severity_type 1,,location 864
11059,severity_type 5,,location 864
8988,severity_type 1,,location 864
15729,severity_type 1,1.0,location 864
12418,severity_type 1,1.0,location 864
14739,severity_type 5,1.0,location 864
6938,severity_type 1,1.0,location 864
18499,severity_type 1,,location 864
14267,severity_type 1,1.0,location 864
2900,severity_type 5,,location 864
12884,severity_type 1,,location 864
16054,severity_type 1,2.0,location 864
13736,severity_type 1,,location 864
1771,severity_type 1,2.0,location 864
2543,severity_type 1,,location 864
182,severity_type 1,,location 865
3563,severity_type 1,,location 865
5765,severity_type 1,,location 865
5108,severity_type 1,,location 865
1372,severity_type 1,,location 865
1544,severity_type 1,1.0,location 865
17681,severity_type 1,0.0,location 865
15578,severity_type 1,,location 865
5743,severity_type 1,,location 865
17923,severity_type 1,2.0,location 865
17053,severity_type 1,,location 865
5008,severity_type 1,,location 865
2740,severity_type 1,,location 865
6585,severity_type 1,2.0,location 866
17370,severity_type 1,2.0,location 866
15977,severity_type 1,2.0,location 866
2135,severity_type 1,2.0,location 867
264,severity_type 1,,location 867
15086,severity_type 1,2.0,location 867
1840,severity_type 1,,location 868
8457,severity_type 1,,location 868
726,severity_type 1,,location 868
14224,severity_type 1,1.0,location 869
244,severity_type 1,,location 869
8169,severity_type 1,,location 869
8513,severity_type 1,0.0,location 869
11990,severity_type 1,2.0,location 87
9738,severity_type 1,1.0,location 87
3474,severity_type 2,,location 87
1389,severity_type 1,1.0,location 87
4070,severity_type 1,,location 87
13200,severity_type 1,,location 87
15120,severity_type 1,,location 87
17547,severity_type 1,0.0,location 870
4395,severity_type 1,,location 870
14287,severity_type 1,0.0,location 870
11699,severity_type 1,,location 870
17229,severity_type 1,0.0,location 871
9997,severity_type 1,,location 871
17840,severity_type 1,,location 871
1807,severity_type 1,,location 871
16004,severity_type 1,0.0,location 872
4901,severity_type 1,,location 872
14548,severity_type 1,,location 873
16980,severity_type 1,,location 873
9172,severity_type 1,0.0,location 874
16775,severity_type 1,,location 874
2427,severity_type 2,,location 875
1320,severity_type 2,0.0,location 875
13760,severity_type 1,,location 875
7488,severity_type 2,,location 875
18520,severity_type 1,0.0,location 875
3931,severity_type 1,0.0,location 875
12629,severity_type 1,,location 875
8312,severity_type 1,0.0,location 875
18294,severity_type 1,,location 875
2617,severity_type 2,,location 875
3151,severity_type 1,,location 875
7699,severity_type 2,0.0,location 875
3811,severity_type 1,,location 875
16863,severity_type 1,,location 875
237,severity_type 1,,location 875
1715,severity_type 1,,location 875
3762,severity_type 1,0.0,location 875
10045,severity_type 1,1.0,location 875
11317,severity_type 1,1.0,location 875
10011,severity_type 1,,location 875
15054,severity_type 1,,location 875
18247,severity_type 1,,location 875
3352,severity_type 1,,location 875
10467,severity_type 1,,location 875
5408,severity_type 1,,location 875
69,severity_type 1,1.0,location 875
5077,severity_type 1,,location 875
5554,severity_type 1,,location 875
17506,severity_type 1,1.0,location 875
9264,severity_type 1,,location 875
10429,severity_type 1,,location 876
4831,severity_type 1,0.0,location 876
6073,severity_type 1,,location 876
14390,severity_type 1,1.0,location 876
16129,severity_type 1,,location 876
10172,severity_type 1,,location 876
16273,severity_type 1,,location 876
4760,severity_type 1,,location 877
10148,severity_type 1,,location 877
18268,severity_type 1,,location 877
17263,severity_type 1,,location 877
8962,severity_type 1,,location 877
6604,severity_type 4,1.0,location 877
8906,severity_type 1,,location 877
2884,severity_type 1,0.0,location 877
4474,severity_type 1,,location 877
2355,severity_type 1,1.0,location 877
8406,severity_type 1,0.0,location 877
10304,severity_type 1,,location 877
7604,severity_type 1,,location 877
18021,severity_type 1,0.0,location 878
12588,severity_type 2,,location 878
11829,severity_type 2,,location 878
13362,severity_type 2,0.0,location 878
1143,severity_type 2,0.0,location 878
17937,severity_type 1,0.0,location 878
13352,severity_type 1,,location 878
7064,severity_type 1,,location 878
5918,severity_type 1,,location 878
5459,severity_type 1,0.0,location 878
16034,severity_type 1,,location 878
15989,severity_type 1,0.0,location 878
17542,severity_type 1,1.0,location 878
8828,severity_type 1,,location 878
8524,severity_type 1,,location 878
16986,severity_type 1,,location 878
16677,severity_type 1,0.0,location 878
7418,severity_type 1,,location 878
11631,severity_type 2,0.0,location 878
8683,severity_type 1,,location 878
3584,severity_type 1,,location 878
7588,severity_type 1,,location 878
9592,severity_type 1,,location 878
9516,severity_type 2,,location 878
10201,severity_type 1,0.0,location 878
4870,severity_type 1,,location 878
2616,severity_type 1,,location 878
2522,severity_type 1,,location 878
10527,severity_type 1,0.0,location 878
